library,P1L1,P2L1,P1H1,P2H1,P3L1,P3H1,P1L2,P2L2,P1H2,P2H2,P3L2,P3H2
OG0000251:,700.51,1089.28,879.63,790.89,1453.67,1410.53,2155.64,4108.37,519.11,1780.54,799.5,1207.67
OG0000252:,276.69,362.86,815.87,219.62,482.71,801.13,3454.65,6098.21,1424.75,4299.63,2174.54,2743.86
OG0000253:,136.74,396.61,683.06,221.44,314.6,485.04,551.49,1157.21,87.09,522.99,384.75,405.03
OG0000254:,2912.04,4199.12,6035.44,943.78,3882.92,4712.78,8409.47,8766.36,1512.32,6606.11,6766.34,2357.12
OG0000255:,185.99,253.53,393.1,166.89,332.71,568.84,3774.68,3948.66,1788.22,3082.81,2901.1,3095.06
OG0000256:,58.68,73.06,168.86,85.27,152.46,330.33,2010.8,2072.26,552.37,2119.9,676.53,1524.34
OG0000257:,119,228.01,367.45,130.99,600.01,514.01,1917.99,2219.44,859,2269.38,1897.94,1549.68
OG0000258:,1,214.72,10,190.41,786.86,1461.9,11,210.76,3,238.08,54,152.2
OG0000259:,2392.03,3433.45,7907.4,2757.03,5175.41,7707.26,26095.54,37066.08,7015.68,31138.29,11144.7,29886.39
OG0000260:,554.24,296.39,709.18,594.22,315.68,1921.64,1923.12,1701.09,399.38,2052.99,1941.58,1248.05
OG0000261:,2098.07,3216.28,4180.66,1526,4745.43,4611.83,4197,5393.34,1301.32,4743.97,2828.68,3131.11
OG0000262:,931.71,1488.66,2904.87,865.35,2326.91,2929.89,8163.32,7226.39,2900.71,8534.46,5446.68,5773.91
OG0000263:,4966.79,6626.83,8604.57,4779.73,7418.79,7624.04,15824.38,16780.08,5042.7,15824.57,9120.27,11810.05
OG0000264:,417.62,475.85,585.59,758.83,561.34,985.54,1771.24,1771.32,1125.05,1273.17,1011.05,1685.87
OG0000265:,34.95,540.11,121.13,19.99,254.74,712.54,183.59,2242.88,320.15,41.33,24.7,366.52
OG0000266:,1,20,4,6,59,130,0,1540,0,31,4,3641.95
OG0000267:,100.55,580.78,411.84,354.32,129.22,411.15,1691.46,2565.82,472.61,1395.28,1059.29,1401.91
OG0000268:,2835.78,11888.76,6693.49,3977.95,6105.01,5484.59,7185.14,7672.03,2374.41,7473.05,3382,5074.02
OG0000269:,62.87,34.11,131.61,33.63,43.52,129.55,937.88,1235.98,67.23,770.01,275.13,345.39
OG0000270:,1,3,5,3,25,66,12,900,31.72,0,3,33
OG0000271:,1623,15223.72,14712.58,1918.57,3865.6,5907.33,3643.03,2365.78,522.43,3458.84,1292.18,2279.88
OG0000272:,862.6,1397.55,1025.3,2375.85,1465.96,1602.12,1496.75,6720.94,1638.08,1541.65,293.14,5041.02
OG0000273:,174,339,467.96,226.01,391.99,399.01,2672.9,3297.01,2002.87,2710.14,2302.03,2252.88
OG0000274:,171.65,46.99,214.75,394.37,134,174.79,450.97,988.81,143.34,862.39,541.37,299.99
OG0000275:,1662.81,1666.55,2483.6,1002.72,1903.32,1933.75,5576.28,4522.15,1563.86,4622.32,2579.39,3772.24
OG0000276:,2093.58,3893.38,3373.01,4135.35,3804.37,2767.13,3164.89,3385.79,1691.58,3048.75,1417.17,2448.73
OG0000277:,22,33,119.04,30.99,28.99,62.03,571.73,410,195.01,440,435,271.01
OG0000278:,0,13,2,14,38,1088.09,3,848.04,0,24,4,1635
OG0000279:,1282.89,2779.78,2615.22,1489.19,2885.78,3091.03,1434.83,1559.11,388.97,1249,556.38,1179.73
OG0000280:,6858.24,24451.26,17113.48,7379.01,16383.32,17119.86,21325.61,24981.32,7111.2,25405.46,13296.1,17377.33
OG0000281:,39.6,127.36,150.03,38.21,188.6,298.79,442.55,402.38,120.62,176.34,136.93,329.15
OG0000282:,453.26,778.52,800.7,871.85,910.74,699.3,2328.53,2647.4,2176.18,2328.21,1551.84,2281.78
OG0000283:,8,43.64,14.88,18.99,134.99,118.76,16.76,2995.94,78.65,17,2,83.18
OG0000284:,444.46,985.23,788.72,507.97,890.96,772.82,886.27,1170.37,409.64,1730.48,673.88,866.83
OG0000285:,176.24,601.34,669.1,174.39,873.9,863.02,4802.49,4107.9,1637.85,4218.24,3719.38,4275.26
OG0000286:,285.05,585.68,826.29,128.99,852.01,972.85,6114.52,4965.62,1296.53,6117.5,4540.49,4066.98
OG0000287:,13.01,75.55,64.9,6.85,215.18,168.61,57.92,1914.78,199.12,20.24,7.08,410.73
OG0000288:,3,7,34.93,5.58,108.19,39.58,313.52,394.64,20.17,12.9,3.21,385.78
OG0000289:,234.02,289.79,879.9,411.33,482.03,2535,1616.01,1601.42,486.61,2345.11,822.57,1712.96
OG0000290:,293.51,221.24,226.03,105.14,310.94,380.25,2669.53,3164.42,1024.35,2433.6,2656.52,2543.38
OG0000291:,2592.95,1165.3,3368.67,1162.13,1197.62,1800.54,4221.6,8619.21,1520.23,5178.88,8785.48,1538.58
OG0000292:,20,13,145.34,8,68,85.01,931.96,44.99,64.96,9,78.96,162.24
OG0000293:,461.93,946.7,2187.09,737.76,2753.5,3251.55,4431.16,3517.48,1070.39,4133.61,1895.65,5567.8
OG0000294:,1417.42,2133.97,3789.96,1493.89,2097.47,4468.12,10832.93,4452.97,2385.86,8139.26,2872.47,3658
OG0000295:,483.69,704.92,906.41,735.14,1046.01,859.39,1890.93,2010.17,877.4,2045.52,1129.32,1710.79
OG0000296:,0,7,10,4,82.47,115.98,4,1675.55,3,4,4,75.4
OG0000297:,182.95,221.17,315.69,112.76,376.61,412.66,2185.03,2371.75,602.11,2348.39,1811.02,1533.76
OG0000298:,1414.97,4152.06,3504.85,2159.27,3128.87,3187.95,7909.29,7757.05,3929.05,7290.1,5743.32,8155.86
OG0000299:,564.19,867.23,1238.46,699.2,1292.14,1110,3065,3275.03,1485.61,2599.01,1696.2,2078.11
OG0000300:,5.98,40,45.02,12.01,154.65,307,24.04,5821.64,8,19,5,72.01
OG0000301:,2169.79,3690.05,4721.41,2304.43,4959.26,4960.02,9770.18,8428.66,5375.66,9150.45,7382.85,8955.95
OG0000302:,1117.01,1402.9,2615.92,901.34,2062.93,2279.26,4271.44,6552.63,1550.87,5247.47,3088.94,3351.22
OG0000303:,0,68.42,1,11.01,86.18,244.1,7,36,0,30,7,32.96
OG0000304:,1184.8,3832.88,2923.12,2827,1965.16,2134.56,4586.38,6247.21,4055.82,3602.33,4339.97,4655.81
OG0000305:,2,13,16,4,27,83,39,1520,16,9,38,879
OG0000306:,2954.98,11717.08,5799.44,3341.01,4151.29,3067.32,2287.12,2702.71,1054.57,3169.75,1045.69,2506.14
OG0000307:,17.21,1623.11,184.26,23.84,761.34,1290.25,122.92,1331.03,200.88,73.13,11.26,298.66
OG0000308:,390.69,892.7,395.41,310.44,687.43,516.89,1160.7,1675.32,402.49,1544.96,900.81,1198.53
OG0000309:,364.48,2872.2,1256.66,2181.55,660.96,1229.59,1647.59,1976.2,842.79,1701.46,657.74,1496.86
OG0000310:,798.81,1134.92,1512.42,548.58,1814.95,1778.14,4172.49,4690.53,988.02,4834.26,2426.26,3318.49
OG0000311:,1236.7,685.83,1772.79,401.06,2066.68,978.61,5628.92,4493.78,2191.02,6824.92,6499.85,2825.55
OG0000312:,3,30,13,4,48,154.26,3,1319.19,5,8,1,21
OG0000313:,282.01,257,605.61,190.97,786.01,510.88,2636.52,2631.58,734.8,3281.11,2021.38,2501
OG0000314:,233,513.26,773.99,209,245,660.1,3441.85,5443.07,1560.95,4804.97,2691.15,3838.96
OG0000315:,65.54,25.75,21.27,37.89,120.75,100.05,327.05,297.68,67.71,371.22,255,307.7
OG0000316:,810.69,1443.96,1569.64,519.26,1976.39,2113.93,1406.59,7131.45,309.06,957.42,510.59,1089.11
OG0000317:,631.07,947.86,1210.34,762.31,1266.82,1120.03,3241.14,3462.58,931.05,2792.46,1919.03,2435.72
OG0000318:,170.64,692.46,638.58,343.06,378.91,484.39,3865.03,2180.51,293.23,1513.73,1139.44,1598.97
OG0000319:,603.01,720.02,1485.07,584.78,986.7,1642.44,9938.51,9485.17,5749.39,7922.59,7967.36,9127.01
OG0000320:,4,12,4,7.03,115,26,1,455.82,17,3,0,117.99
OG0000321:,3.86,64.99,62.6,11.01,279.66,557.4,35,1696.37,91.97,2,0,116.11
OG0000322:,3,9,4,11,49.01,68.01,0,3457.2,0,25,0,98
OG0000323:,113.99,255.75,370.2,247.8,585.18,461.78,1377.89,2931.58,497.27,2183.21,1516.76,1143.14
OG0000324:,1097.16,1738.95,1986.65,967.72,3335.7,2614.13,5136.73,6560.68,1583.06,7518.84,3125.72,4257.52
OG0000325:,6,21,34.99,28.01,532,1561,60.98,6033.08,2,18.98,0,139.74
OG0000326:,3111.95,7214.84,6406.99,2558.37,3994.01,4881.8,4007.75,3600.11,1386.27,4468.86,2616.68,3927.51
OG0000327:,1,3,5,4,16.99,23,12,719.92,4,7,0,14
OG0000328:,624.24,524.17,11296.89,196.06,3936.33,5007.89,1954.11,7574.2,2433.35,539.09,2522.31,2343.94
OG0000329:,94.4,738.85,1348.48,200.3,757,333.62,700.29,613.65,157.99,705.04,280.62,489.99
OG0000330:,129.7,3.99,61.97,11.99,4,36,258.93,58,2,0,0,1.05
OG0000331:,75.32,428.43,532.05,337.16,211.48,399.48,1431.54,1137.44,571.62,1855.26,754.58,789.24
OG0000332:,2,8,16.97,7,123,120.94,20,1200.47,56,8,0,14
OG0000333:,90.56,181.47,259.68,162.96,623.78,390.66,465.99,1002.18,224.22,248.99,255.65,281.05
OG0000334:,99.89,181.57,249.77,169.02,288.57,378.94,1473.68,1523.26,452.79,1948.04,1444.07,1300.28
OG0000335:,3,2,38.96,3,18,41.01,498.81,373.06,86,13.02,11,209.86
OG0000336:,41.7,150.76,228.93,105.4,250.07,251.77,1675.33,1968.02,685.42,2272.34,1580.14,1083.63
OG0000337:,34.11,232.81,262.35,97.77,1121.21,1496.75,220.63,6267.31,454.24,102.06,21.37,496.43
OG0000338:,1,3,7,6,84,49,17,918.84,7,1,1,12
OG0000339:,0,5,3,4,14.08,24,4,807.06,2,4,3,24
OG0000340:,4,14.89,30.99,5,32,138.37,49.04,2119.35,241.12,22,0,167.34
OG0000341:,1186.43,3803.06,2948.6,5880.25,3124.95,3649.87,5017.62,4038.4,6388.33,5975.51,2770.25,3134.11
OG0000342:,10783.43,12793.58,26215.44,4938.37,46998.88,27787.48,56500.49,101827.23,21546.51,107176.23,63180.47,53305.27
OG0000343:,950.15,1427.76,2165.04,946.09,1704.17,1453.73,2397.98,2093.95,681.54,2881.5,1373.11,1425.94
OG0000344:,5,8,12,1,48,100.01,59,1311.58,16.02,0,4,21
OG0000345:,1,21.44,12.13,7,132,113.08,9,1350.61,11.94,4,3,38.27
OG0000346:,39.01,72,124.01,47.99,135,187.99,1062.65,1204.89,421.22,1237.63,837,927.94
OG0000347:,8,17,18.04,42.52,30.04,42.67,221.55,296.02,75.01,149.45,100.04,222.03
OG0000348:,1004.69,398.77,1894.01,526.37,2878.32,1405.66,3031.03,3382,786.74,3102.19,1956.39,2821.1
OG0000349:,14,9.99,41.04,17,264.22,159.62,72.58,5254.91,6,31.99,12,363.98
OG0000350:,154,154.98,259.88,226.14,71.99,279.01,606,1178.37,689,1065.69,541.12,1003.26
OG0000351:,241.58,414.96,590.56,1213.54,696.76,1060.79,2222.63,2597.5,597.2,1205.54,974.77,2045.36
OG0000352:,1,17,15,5,9,105.01,10,48,10,2,0,43
OG0000353:,81.62,50.28,209.77,61.73,140.53,217.24,1579.51,1897.24,386.73,1248.42,2093.37,1643
OG0000354:,249.5,382.53,1270.22,202.34,157.35,1098.79,2477.38,639.06,689.04,1737.98,1533.89,450.13
OG0000355:,15.44,55.9,89.2,19.74,313.61,64.74,79.63,607.83,39.4,15,0,1484.48
OG0000356:,86.42,123.19,222.81,74.49,175.63,268.67,734.77,949.84,320.14,861.33,756.75,516.29
OG0000357:,408.75,1020.71,953.99,1862.8,606.04,724.15,1701.71,1031.56,3612.26,1227.62,992.51,1008.77
OG0000358:,304.1,1229,811.75,791.82,830.02,775.66,1557.46,1342.66,946.72,1654.77,633.63,916.59
OG0000359:,3.99,38.73,13,11,111,187.77,19,4996.75,28.94,20,3,311.6
OG0000360:,40.01,91.12,191.26,110.18,31.21,151.35,916.97,1039.78,377.81,699.25,950.76,866.41
OG0000361:,2772.78,4251.86,5834.4,3002.8,4628.32,4407.76,7405.58,7571.64,2703.2,7324.19,4041.74,5637.07
OG0000362:,686.46,2464.87,1798.07,1170.77,1145.09,1508.79,2415.65,2173.54,1349.01,1986.14,1403.27,2203.03
OG0000363:,702.36,1705.77,1757.6,822.33,1587.07,1098.23,688.52,1308.03,256.03,747.73,494.42,832.49
OG0000364:,21.81,76.99,43.14,265.39,34,41,243.05,161,8,258.04,49.99,74.45
OG0000365:,2905.34,2037.57,3386.02,1881.77,6522.46,3259.59,7430.18,6586.36,1571.16,8429.44,5598.79,8016.22
OG0000366:,0,7,13,1,18,38,9,433.34,14,7,0,78
OG0000367:,3440.07,6254.7,7447.04,3984.34,8208.3,8206.88,7961.87,7135.66,2275.63,7754.62,4292.84,7405.29
OG0000368:,7.55,24.22,28.55,1,113.75,330.45,16.4,2137.54,138.34,13.39,0,115.21
OG0000369:,1483.39,5867.53,3227.53,3708.29,2813.26,3068.75,5872.61,7422.82,4661.62,7008.9,3862.9,5192.94
OG0000370:,5,520.81,10,20.71,86,657.42,61.16,10,66.15,2,0,207.01
OG0000371:,454.54,921.09,999.29,1296.43,905.84,917.04,2522.67,2715.02,579.43,2014.17,1418.54,1898.53
OG0000372:,123.34,152.62,391.24,290.82,211.98,526.52,2298.1,2452.97,586.26,2519.4,1553.45,1452.5
OG0000373:,24,38,22.78,30.19,21,35.07,198.12,219.07,115.01,238.9,237.32,146.02
OG0000374:,221.39,1940.81,283.09,212.38,260.85,482.27,34.2,21.12,56.21,17.37,14.81,126.73
OG0000375:,96.72,415,843.33,222.68,233.16,216.54,417.35,987.99,210.79,766.19,804.49,260.33
OG0000376:,622.67,754.04,1282.29,1716.9,1069.63,1007.32,1373.32,2259.44,654.51,1486.71,615.73,1201.85
OG0000377:,490.98,880.65,1534.99,454.83,1632.41,1759.06,7183.6,8038.6,1691.16,7285.75,4447.83,6810.22
OG0000378:,434.81,361.11,975.13,202.81,974.48,938.21,4391.7,6229.29,1840.13,4484.28,5053.13,4092.12
OG0000379:,160.78,131.32,356.71,156.86,293.38,366.2,2773.57,2869.92,524.21,3298.42,2265.71,1979.25
OG0000380:,124.44,215.32,287.12,243.96,164.1,355.28,312,406.3,223.07,384.39,472.87,275
OG0000381:,598.34,1283.68,851.93,1430.06,665.25,907.17,1051.47,923.47,273.5,1050.21,222.24,314.92
OG0000382:,5.32,12,32.57,8.32,47,51.06,283.28,670.46,864.59,3,0,198.78
OG0000383:,54.99,7.01,29,0,297,134,443.99,1943.31,166.93,51,92,320.99
OG0000384:,28.55,16.14,112.36,100.25,67.78,127.23,712.02,910.53,247.76,655.89,593.9,718.48
OG0000385:,1385.54,2596.81,2266.36,845.02,1268.44,2142.53,4221.79,4955.36,945.93,3941.67,2924.96,3996.82
OG0000386:,3,36.13,30.36,8,243.83,141.66,25.03,2748.58,84.83,16.89,1,175.38
OG0000387:,0,3,9,6,59,91,4.02,1295.26,0,11,1,22
OG0000388:,2037.65,3948.74,3667.63,1788.9,5106.37,2973.78,6907.55,9178.25,1929.73,8002.69,3710.16,5119.81
OG0000389:,348.75,901.77,1116.22,321.94,622.32,1691.25,1136.97,1238.44,705.05,1163.19,842.26,1001.23
OG0000390:,340.18,348.38,603.87,335.81,270.87,404.85,390.97,4276.06,895.93,2232.83,1805.74,3190.22
OG0000391:,255.63,579.72,670.51,295.63,572.96,988.34,5948.57,2580.59,3371.05,10467.22,11345.1,1707.08
OG0000392:,275.13,504.28,354.28,1830.69,317.02,500.41,762.87,778.61,178.18,1166.89,333.88,325.5
OG0000393:,74.62,129.25,175.28,115.44,150.78,150.06,714.48,803.26,207.88,662.99,325.03,473.23
OG0000394:,1688.8,13590.1,4406,16259.16,3258.56,3422.05,4867.02,5091.37,16455.01,4999.5,3406.88,3928.13
OG0000395:,153.05,170.46,331.38,240.17,242.87,288.99,271.91,379.86,26.9,348.38,144.94,90.33
OG0000396:,69,1170.03,153.01,8977.47,382,254.08,294.71,196.56,8395.53,105.06,68.08,89.21
OG0000397:,2,4,32,8.89,113.99,53.04,5,738.35,9.98,2,0,28
OG0000398:,64,284,144.98,73,16,64.98,439.99,666.81,299.01,796.98,416.01,365.01
OG0000399:,0,114.94,78.45,56.98,22.26,39.41,414.83,1243.76,201.99,547.12,426.94,205.7
OG0000400:,177.02,306.28,679.19,241.93,756.38,1132.02,5033.45,4366.65,956.01,4643.54,1983.73,4406.3
OG0000401:,2447.77,3354.82,4349.09,2411.62,3199.55,4346.7,11926.32,11462.12,4260.32,11844.88,8597.13,9996.94
OG0000402:,3,5,29,5.98,60.99,23.02,30.03,1098.08,2,2,1,16
OG0000403:,161.21,328.5,223.71,122.3,374.07,232.59,1259.62,1293.39,666.28,2165.82,806.63,849.72
OG0000404:,3.38,8,25,7,21,58.99,15,976.32,6.77,5.54,0,38.08
OG0000405:,339.47,1331.98,886.53,989.14,1303.26,804.48,1656.63,1684.65,1464.34,1843.26,931.78,1122.95
OG0000406:,26.55,135.76,149.77,77.46,95.86,88.6,398.76,633.82,622.44,917.25,314.66,519.24
OG0000407:,3643.51,5583.42,9924.94,3230.34,9388.24,6443.13,9834.84,13857.49,4558.79,10145.28,6380.52,9276.01
OG0000408:,387.85,575.19,554.2,475.25,912.21,719.54,1261.64,1036.79,359.98,1101.19,602.72,755.89
OG0000409:,283.1,512.81,434.01,419.28,320.99,464.78,977.39,1438.28,268.12,1275.31,799.49,821.1
OG0000410:,3458.54,12820.54,7127.33,3710.05,5848.23,7137.38,4530.72,6063.8,1990.34,4251.81,4643.74,4750.17
OG0000411:,2,9,30.61,11,178.05,308,47.01,2968.1,16,7,0,183.9
OG0000412:,271.26,803.34,1345.58,317.04,1228.31,1756.18,3942.34,2907.43,627.86,2382.49,1739.81,2022.63
OG0000413:,100.14,292.22,483.7,75.07,215.46,326.88,1203.79,1499.71,459.82,1871.59,1044.59,1208.12
OG0000414:,528.2,898.02,919.19,490.48,825.59,1306.74,1770.35,2432.51,1026.95,2474.18,1720.55,1398.01
OG0000415:,313.64,571.47,823,388.9,838.89,1034.9,3609.25,4058.11,1483.31,4333.58,2814.57,3070.91
OG0000416:,75.54,95.81,185.05,163.22,174.63,269.2,699.06,845.22,320,1012.2,768.89,916.91
OG0000417:,537.25,1958.18,1125.3,549.48,855.17,1454.51,3239.71,4116.67,1050.03,4403.66,2591.66,2504.77
OG0000418:,5995.12,7228.69,12076.45,2754.79,14552.95,8554.04,20428.06,20800.88,4350.44,21031.23,13863.64,17206.3
OG0000419:,45.46,17,7,0,42,69.17,365.98,42.55,6,918.52,56.16,738
OG0000420:,2808.36,10110.35,36209.32,1171.46,16032.09,11757.17,4058.75,23761.45,2520.79,6189.74,18326.9,8647.75
OG0000421:,98.63,132.54,202.82,152.42,213.6,414.14,1782.96,1219.7,131.99,817.14,375.32,528
OG0000422:,322.51,264.01,813.43,861.17,846.11,1297.72,2546.23,4458.98,1279.99,3354.16,4455.39,1120.37
OG0000423:,0,2,0,2,13,16,0,66,0,6,1,11
OG0000424:,189.76,702.31,480.24,526.11,201.1,325.04,2082.75,1983.39,6197.32,2338.5,792.24,644.92
OG0000425:,673.46,717.96,1490.36,772.13,1738.65,1421.04,1538.65,1907.01,360.42,1429.78,408.27,609.26
OG0000426:,1075.29,458.99,1552.99,206.92,3146.55,1467,2075.05,4466.79,617.99,2206.07,2870.78,3406.83
OG0000427:,110.01,750.52,77.5,202.32,57.09,380.04,457.68,806.98,201.99,499,330.14,409.52
OG0000428:,296.18,461.28,519.58,183.44,1102.93,443.04,837.96,1302.71,202.99,689.27,405.05,609.39
OG0000429:,1,22,1,7,44,91.07,4,143.09,27,10.45,4,12
OG0000430:,10.62,30.38,39.23,26.16,530.87,261.34,125.11,1857.29,117.29,80.86,65.34,303.47
OG0000431:,544.95,944.49,1148.03,1329.86,1414.21,1198.9,1345.89,1533.29,541.87,1664.76,741.97,926.84
OG0000432:,48,144,108.7,106.97,602.56,227.06,134.57,1288.83,29.85,223.96,81.91,499.31
OG0000433:,1828.01,1922.02,5610.15,963,4718,6744.96,5303.01,4787.41,1252.93,3551,12301.47,3305.77
OG0000434:,38.41,47.98,128.41,70.1,123.86,130.71,496.38,811.24,276.18,833.8,481.26,474.54
OG0000435:,1198.16,2199.85,2792.49,1909.07,2818.3,2697.73,5983.47,5831.9,1881.14,6537.32,3994.9,4209.19
OG0000436:,178.06,451.9,455.02,288.12,762.64,838.11,4920.41,5387.05,1345.27,4286.27,3976.5,3630.28
OG0000437:,1,20,15.52,1,43.25,204.14,13.36,833.43,3,5.21,1,35.01
OG0000438:,62,28,136.01,56.98,107,142.21,852.92,1191.96,442.01,1392.97,977.66,734.01
OG0000439:,9.42,26,29.48,70.47,7,27.32,268.29,230.81,19.69,171.12,46.65,151.49
OG0000440:,1675,2327.31,2593.07,1586.99,1406,2810,4645.99,6821.99,1534,4622.1,3104,3555.01
OG0000441:,264.49,496.65,564.62,410.05,491.19,478.88,1243.92,1275.05,381.15,1281.83,718.67,718.47
OG0000442:,1709.66,3069.79,2910.35,1468.76,4987.31,3594.88,4940.24,7854.45,1310.09,6105.39,1900.18,4122.31
OG0000443:,1903.54,1875.55,2848.74,1596.31,3316.59,2921.98,8409.19,8176,2669.98,10235.77,6887.62,7490.74
OG0000444:,415922.73,543092.76,596983.31,436712.34,448629.37,566669.54,120276.37,59179.28,16807.39,49189.59,44793.63,45025.89
OG0000445:,49.48,40.34,91.36,83.59,125.64,228.66,640.15,1595.53,326.31,1357.53,672.61,1312.33
OG0000446:,807.68,1943.15,1556.69,1156.71,1784.23,1850.1,5286.96,5996.75,3067.86,6569.62,3809.68,3863.02
OG0000447:,137.41,253.99,321.2,243.31,235.96,137.64,681.66,1315.13,297.99,1056.54,454.82,753.45
OG0000448:,6,33.99,207.87,60.98,162.08,192.75,85.01,63.48,90.99,282.16,87.99,244.49
OG0000449:,1422.37,2773.98,3095.64,1881.46,3067.43,2759.7,8270.89,8423.47,3777.12,7779.45,7617.59,8084.14
OG0000450:,66,211.89,193.01,110,254.32,259.01,567.01,471.94,147,504,293.01,452
OG0000451:,839.59,3385.68,2065.91,2286.15,1528,1789.88,2003.66,2253.48,1055.78,2236.38,2058.57,2170.33
OG0000452:,1090.85,1847.93,1966,411.99,2667.35,1632.28,4617.37,5568.22,1562.92,5744.77,2272.88,4049.51
OG0000453:,0,14.99,0,16,28,38,35,89,8,22,16,22
OG0000454:,288.01,518.03,537.08,397.6,209,592.02,1130.02,1087.54,512.01,1068.03,655.76,1066.99
OG0000455:,85.26,176.21,154.19,900.21,197.98,268.43,602.32,982.98,189.78,590.58,523.83,544.78
OG0000456:,392.72,322.04,840.39,354.94,635.77,787.21,1948.53,3149.87,652.87,3118.54,1007.99,1852.85
OG0000457:,418.77,4250.99,3237,433.98,2688.99,1838.01,1197.96,1630.84,724.01,954.01,754.98,1822.02
OG0000458:,148.99,253.98,127,178.03,180.97,223.99,454.05,524.55,149.24,538.95,217.41,280.04
OG0000459:,0,1,4,0,102,135.99,2,1067,10.01,10,9,72.99
OG0000460:,1906.09,7084.99,4569.74,1697.81,3831.87,3204.99,1767.14,1791.52,577.89,2466.46,734.4,1384.51
OG0000461:,798,528,2103.99,463.98,2628.01,1921.58,3358.85,3866.01,840.02,3947.26,2303.99,2839
OG0000462:,88.73,809.33,530.65,190.68,673.13,563.33,5119.8,2485.13,1661.21,2020.78,1511.69,3956.97
OG0000463:,2735.52,4278.04,5437.91,3308.91,6147.38,5164.52,15679.33,17872.76,5484.21,16366.28,9043.78,12057.37
OG0000464:,3016.07,2723.18,7525.14,1807.86,5782.36,7298.9,28208.07,31154,9210.73,34758.05,27706.73,23648.97
OG0000465:,2,139.99,7,7,38.05,888.57,6,19,0,9,1,12
OG0000466:,8469.44,31221.15,23150.8,39289.87,20252.81,18629.24,40065.63,47933.33,79989.6,41971.32,24835.4,32530.37
OG0000467:,50.24,473.1,1077.35,291.02,780.95,841.99,1201.63,2567.57,789.18,552,1507.25,1802.59
OG0000468:,272.01,355,609,207.01,371.01,649.82,4406.86,6872.5,1768.8,3783.5,2105.83,2633.3
OG0000469:,70,76.02,154.55,84.02,151,175.05,1503.14,1118.21,977.99,1166.39,706,1019.18
OG0000470:,185.18,324.7,362.04,277.45,225.93,337.46,442.18,345.7,105.95,400.42,159.9,265.94
OG0000471:,67.69,171.49,37.06,47.38,114.08,136.11,155.67,413.55,175.19,305.7,224.22,564.66
OG0000472:,176.7,115.96,512.67,123.02,404.05,568.4,3608.7,2870.86,899.74,2843.55,2187.82,2649.29
OG0000473:,224.08,302.83,806.75,246.13,762.93,1826.82,1456.28,3189.18,418.23,1886.97,1585.98,2358.49
OG0000474:,227.13,209.06,478.63,159.22,593.39,495.08,2446.5,2515.72,830.05,2494.44,1511.67,1920.25
OG0000475:,117.01,350.95,211.83,154,178,287.43,1488.02,1480.85,688.02,1429.76,1080.68,992.99
OG0000476:,361.71,427.2,1073,235.62,667.56,1042.63,924.35,743.86,450.92,505.71,2293.14,1534.22
OG0000477:,48.08,283,277,27.99,65.29,161.58,540.93,1530.18,417.02,1461.88,1311.97,959
OG0000478:,0,18,5,4,50.7,71.01,3,1457.87,0,19.01,3,35
OG0000479:,348.01,652.99,521.99,917.03,642.49,514.02,1893.82,1821.72,2216.55,1634.02,1257,1087
OG0000480:,1,775.03,77.73,19.17,226.45,1129.23,179.77,29.99,461.23,40,8,1022.6
OG0000481:,7.69,9.64,46.24,17.34,22.55,33.5,293.51,374.42,76.8,241.58,283.59,193.24
OG0000482:,1691.78,1001,2324.45,390.6,2518.96,2008.56,5613.71,1029.51,1006.16,1883.93,2031.2,1099.71
OG0000483:,0,11,0,11,21,66,5,2936.45,9,35.99,0,88.99
OG0000484:,1628.46,3356.29,4766.67,10722.19,7195.27,4102.73,8287.29,22416.26,13695.18,7967.48,9928.8,15587.4
OG0000485:,2,8,10,1,13,106,8,785.92,19,11,0,18
OG0000486:,1,0,3,6.01,17.99,101.97,8,739.96,0,0,0,0
OG0000487:,384.51,454.33,846,381.51,1203.84,1003.33,4264.82,4604.98,1671.57,4611.15,3481.44,3321.95
OG0000488:,151.19,167.06,533.36,183.41,248.86,435.32,1491.18,1781.1,238.04,898.32,490.08,1763.78
OG0000489:,1748.93,6275.73,3259.87,2878.96,1917.98,2328.15,1288.75,1082.73,681.48,1149.25,849.74,905.62
OG0000490:,11,51.92,46,6,606.98,337.01,42.99,3110.85,49.71,21,0,105.03
OG0000491:,0,0,8,7,6,16,19,27,14,3,6,40
OG0000492:,23,54.86,31,15,81,146,34,19,39,10,26,530.09
OG0000493:,0,1,26.01,2,379,29.57,13,164,12,6,0,23
OG0000494:,16.32,323.35,183.19,60.95,291.56,756.66,2302.39,104.12,292.64,15.66,129.09,412.47
OG0000495:,323.33,290.41,689.06,255.03,741.22,814.73,4855.42,5477.75,2989.86,5461.85,5188.83,4638.34
OG0000496:,1,151.6,14,4,41.81,766.59,15.2,98.87,6.46,9.99,1,90.24
OG0000497:,4,18,25.37,12.37,87.59,160.58,30,2618.22,23.75,15.01,2,48.68
OG0000498:,1557.01,4264.41,3373.23,1322.33,7986.22,3351.37,2076.15,3898.26,1312.99,3774.62,1772.03,995.02
OG0000499:,0,17.24,8.01,16,24.99,97,0,2530.66,3,20.01,1,116
OG0000500:,427.95,551.9,520.52,387.44,724.66,258.45,835.52,1242.58,373.46,990.89,357.86,1106.47
